Company Name,BSE Number,Group
Company,Code,Group
Forbes & Company Ltd.,502865,X
Forbes Precision Tools and Machine Parts Ltd.,544186,B
Force Motors Ltd.,500033,A
Fortis Healthcare Ltd.,532843,A
Fortis Malar Hospitals Ltd.,523696,X
Fortune International Ltd.,530213,XT
Foseco India Ltd.,500150,B
Foundry Fuel Products Ltd.,513579,Z
Fourth Generation Information Systems Ltd.,532403,XT
Franklin Industries Ltd.,540190,XT
Franklin Leasing & Finance Ltd.,539839,MT
Fraser & Company Ltd.,539032,X
Fratelli Vineyards Ltd.,541741,XT
Fredun Pharmaceuticals Ltd.,539730,X
Freshtrop Fruits Ltd.,530077,X
Frontier Capital Ltd.,508980,Z
Frontier Springs Ltd.,522195,XT
Frontline Corporation Ltd.,532042,XT
Frontline Securities Ltd.,533213,X
Fruition Venture Ltd.,538568,X
FSN E-Commerce Ventures Ltd.,543384,A
Fundviser Capital (India) Ltd. 530197 XCompany,Code,Group
Funny Software Ltd.,539169,Z
Fusion Finance Ltd.,543652,A
Futura Polyesters Ltd.,500720,XT
Future Consumer Ltd.,533400,T
Future Enterprises Ltd.,523574,Z
Future Lifestyle Fashions Ltd.,536507,Z
Future Market Networks Ltd.,533296,T
Future Retail Ltd.,540064,Z
Future Supply Chain Solutions Ltd.,540798,Z
Futuristic Securities Ltd.,523113,X
Futuristic Solutions Ltd.,534063,X
G G Automotive Gears Ltd.,531399,X
G G Dandekar Properties Ltd.,505250,X
G G Engineering Ltd.,540614,B
G M Breweries Ltd.,507488,B
G M Polyplast Ltd.,543239,M
G R Cables Ltd.,517564,XT
G R Infraprojects Ltd.,543317,A
G S Auto International Ltd.,513059,X
G V Films Ltd.,523277,X
G-Tech Info-Training Ltd.,532139,XT
Gabriel India Ltd.,505714,A
Gabriel Pet Straps Ltd.,544108,M
GACM Technologies Ltd.,531723,T
Gaekwar Mills Ltd.,502850,X
Gagan Gases Ltd.,524624,X
Gagan Polycot India Ltd.,531196,Z
GAIL (India) Ltd.,532155,A
Gajanan Securities Services Ltd.,538609,XT
Gajra Bevel Gears Ltd.,505711,XT
Gala Global Products Ltd.,539228,X
Gala Precision Engineering Ltd.,544244,B
Galactico Corporate Services Ltd.,542802,B
Galada Finance Ltd.,538881,X
Galada Power & Telecommunications Ltd.,504697,Z
Galaxy Agrico Exports Ltd.,531911,XT
Galaxy Bearings Ltd.,526073,X
Galaxy Cloud Kitchens Ltd.,506186,XT
Galaxy Surfactants Ltd.,540935,A
Gallantt Ispat Ltd.,532726,T
Gallantt Ispat Ltd.(old),533265,B
Gallops Enterprise Ltd.,531902,X
Gamma Infoway Exalt Ltd.,517391,XD
Gammon India Ltd.,509550,Z
Gandhar Oil Refinery (India) Ltd.,544029,B
Gandhi Special Tubes Ltd.,513108,B
Ganesh Benzoplast Ltd.,500153,B
Ganesh Holding Ltd.,504397,X
Ganesh Housing Corporation Ltd.,526367,B
Ganesha Ecosphere Ltd.,514167,B
Ganesha Ecoverse Ltd.,539041,M
Ganga Papers India Ltd.,531813,X
Ganga Pharmaceuticals Ltd.,539680,M
Ganges Securities Ltd.,540647,B
Gangotri Iron & Steel Company Ltd.,530945,Z
Gangotri Textile Ltd.,521176,Z
Ganon Products Ltd.,512443,X
Garbi Finvest Ltd.,539492,X
Garden Reach Shipbuilders & Engineers Ltd.,542011,A
Garg Furnace Ltd.,530615,X
Garlon Polyfab Industries Ltd.,514306,P
Garment Mantra Lifestyle Ltd.,539216,B
Garnet Construction Ltd.,526727,XT
Garnet International Ltd.,512493,XT
Garodia Chemicals Ltd.,530161,P
Garuda Construction and Engineering Ltd.,544271,B
Garware Hi-Tech Films Ltd.,500655,B
Garware Marine Industries Ltd.,509563,XT
Garware Synthetics Ltd.,514400,XT
Garware Technical Fibres Ltd.,509557,A
Gateway Distriparks Ltd.,543489,A
Gautam Exim Ltd.,540613,MT
Gautam Gems Ltd.,540936,B
Gayatri BioOrganics Ltd.,524564,X
Gayatri Highways Ltd.,541546,T
Gayatri Projects Ltd.,532767,Z
Gayatri Sugars Ltd.,532183,X
GB Global Ltd.,533204,T
GBL Industries Ltd.,539009,Z
GCM Capital Advisors Ltd.,538319,MT
GCM Commodity & Derivatives Ltd.,535917,M
GCM Securities Ltd.,535431,B
Gconnect Logitech and Supply Chain Ltd.,544156,M
GDL Leasing & Finance Ltd.,530855,XT
GE Power India Ltd.,532309,B
GE Vernova T&D India Ltd.,522275,T
GEE Ltd.,504028,Z
GeeCee Ventures Ltd.,532764,B
Geefcee Finance Ltd.,530389,Z
Geetanjali Credit and Capital Ltd.,539486,XT
GEM Enviro Management Ltd.,544199,M
Gem Spinners India Ltd.,521133,P
Gemstone Investments Ltd.,531137,XT
Genera Agri Corp Ltd.,541999,Z
General Insurance Corporation of India,540755,A
Generic Engineering Construction and Projects Ltd.,539407,B
Genesis IBRC India Ltd.,514336,XT
Genesys International Corporation Ltd.,506109,B
Gennex Laboratories Ltd.,531739,XT
Genomic Valley Biotech Ltd.,539206,XT
Company,Code,Group
Genpharmasec Ltd.,531592,X
Gensol Engineering Ltd.,542851,A
Genus Commu-Trade Ltd.,531939,XT
Genus Paper & Boards Ltd.,538961,B
Genus Power Infrastructures Ltd.,530343,A
Genus Prime Infra Ltd.,532425,XT
Geojit Financial Services Ltd.,532285,B
Getalong Enterprises Ltd.,543372,MT
GFL Ltd.,500173,T
GHCL Ltd.,500171,A
GHCL Textiles Ltd.,543918,B
Ghushine Fintrrade Ocean Ltd.,539864,M
Gian Life Care Ltd.,542918,B
GIC Housing Finance Ltd.,511676,B
Gilada Finance & Investments Ltd.,538788,X
Gillanders Arbuthnot & Company Ltd.,532716,B
Gillette India Ltd.,507815,A
Gini Silk Mills Ltd.,531744,X
Ginni Filaments Ltd.,590025,B
Girnar Spintex Industries Ltd.,521076,T
Gita Renewable Energy Ltd.,539013,X
Gitanjali Gems Ltd.,532715,Z
GK Consultants Ltd.,531758,XT
GKB Ophthalmics Ltd.,533212,X
GKP Printing & Packaging Ltd.,542666,B
GKW Ltd.,504704,B
Glance Finance Ltd.,531199,X
Gland Pharma Ltd.,543245,A
GlaxoSmithKline Pharmaceuticals Ltd.,500660,A
Gleam Fabmat Ltd.,542477,MT
Glenmark Life Sciences Ltd.,543322,A
Glenmark Pharmaceuticals Ltd.,532296,A
Glittek Granites Ltd.,513528,X
Global Capital Markets Ltd.,530263,X
Global Health Ltd.,543654,A
Global Infratech & Finance Ltd.,531463,Z
Global Land Masters Corporation Ltd.,531479,Z
Global Longlife Hospital and Research Ltd.,543520,M
Global Offshore Services Ltd.,501848,XT
Global Surfaces Ltd.,543829,B
Global Vectra Helicorp Ltd.,532773,T
Globale Tessile Ltd.,544234,T
GlobalSpace Technologies Ltd.,540654,B
Globe Multi Ventures Ltd.,540266,Z
Globus Corporation Ltd.,531904,Z
Globus Power Generation Ltd.,526025,XT
Globus Spirits Ltd.,533104,A
Glory Films Ltd.,532857,XT
Gloster Ltd.,542351,B
GMM Pfaudler Ltd.,505255,A
GMR Airports Infrastructure Ltd.,532754,A
GMR Power and Urban Infra Ltd.,543490,A
GNA Axles Ltd.,540124,B
Go Digit General Insurance Ltd.,544179,B
Go Fashion (India) Ltd.,543401,A
Goa Carbon Ltd.,509567,B
Goblin India Ltd.,542850,M
GOCL Corporation Ltd.,506480,B
Godavari Biorefineries Ltd.,544279,B
Godavari Drugs Ltd.,530317,X
Godawari Power & Ispat Ltd.,532734,A
Godfrey Phillips India Ltd.,500163,A
Godrej Agrovet Ltd.,540743,A
Godrej Consumer Products Ltd.,532424,A
Godrej Industries Ltd.,500164,A
Godrej Properties Ltd.,533150,A
Goel Food Products Ltd.,543538,MT
Goenka Business & Finance Ltd.,538787,X
Goenka Diamond & Jewels Ltd.,533189,Z
Gogia Capital Services Ltd.,531600,X
Gokak Textiles Ltd.,532957,X
Gokaldas Exports Ltd.,532630,A
Gokul Agro Resources Ltd.,539725,B
Gokul Refoils & Solvent Ltd.,532980,B
Gokul Solutions Ltd.,780012,IP
Gold Rock Investments Ltd.,501111,XT
Goldcoin Health Foods Ltd.,538542,XT
Goldcrest Corporation Ltd.,505576,X
Golden Carpets Ltd.,531928,XT
Golden Crest Education & Services Ltd.,540062,XT
Golden Legand Leasing & Finance Ltd.,509024,XT
Golden Tobacco Ltd.,500151,Z
Goldiam International Ltd.,526729,B
Goldline International Finvest Ltd.,538180,Z
Golechha Global Finance Ltd.,531360,X
Golkonda Aluminium Extrusions Ltd.,513309,X
Golkunda Diamonds & Jewellery Ltd.,523676,XT
Gontermann Peipers (India) Ltd.,504701,Z
Goodluck India Ltd.,530655,B
Goodricke Group Ltd.,500166,X
Goodyear India Ltd.,500168,B
Gopal Iron & Steels Co (Gujarat) Ltd.,531913,X
Gopal Snacks Ltd.,544140,B
Gorani Industries Ltd.,531608,X
Gothi Plascon (India) Ltd.,531111,P
Gourmet Gateway India Ltd.,506134,XT
Gowra Leasing & Finance Ltd.,530709,XT
Goyal Aluminiums Ltd.,541152,B
Goyal Associates Ltd.,530663,X
GP Petroleums Ltd. 532543 BCompany,Code,Group
GPT Healthcare Ltd.,544131,B
GPT Infraprojects Ltd.,533761,B
Gracious Software Ltd.,780002,IP
Gradiente Infotainment Ltd.,590126,XT
Grand Foundry Ltd.,513343,T
Grandma Trading & Agencies Ltd.,504369,XT
Granules India Ltd.,532482,A
Graphite India Ltd.,509488,A
Grasim Industries Ltd.,500300,A
Gratex Industries Ltd.,526751,X
Grauer & Weil (India) Ltd.,505710,B
Graviss Hospitality Ltd.,509546,X
Gravita India Ltd.,533282,A
Gravity (India) Ltd.,532015,X
Great Eastern Shipping Company Ltd.,500620,A
Greaves Cotton Ltd.,501455,A
Greencrest Financial Services Ltd.,531737,X
Greenearth Resources and Projects Ltd.,533016,XT
Greenhitech Ventures Ltd.,544163,M
Greenlam Industries Ltd.,538979,A
Greenpanel Industries Ltd.,542857,A
Greenply Industries Ltd.,526797,B
Gretex Corporate Services Ltd.,543324,M
Grindwell Norton Ltd.,506076,A
GRM Overseas Ltd.,531449,B
Groarc Industries India Ltd.,532315,X
Grovy India Ltd.,539522,XT
Growington Ventures India Ltd.,539222,T
GRP Ltd.,509152,B
GSB Finance Ltd.,511543,X
GSL Nova Petrochemicals Ltd.,530605,Z
GSL Securities Ltd.,530469,X
GSS Infotech Ltd.,532951,B
GTL Infrastructure Ltd.,532775,A
GTL Ltd.,500160,B
GTN Industries Ltd.,500170,X
GTN Textiles Ltd.,532744,X
GTPL Hathway Ltd.,540602,B
GTV Engineering Ltd.,539479,X
Gufic BioSciences Ltd.,509079,B
Gujarat Alkalies & Chemicals Ltd.,530001,A
Gujarat Ambuja Exports Ltd.,524226,A
Gujarat Apollo Industries Ltd.,522217,T
Gujarat Carbon & Industries Ltd.,506457,XT
Gujarat Containers Ltd.,513507,P
Gujarat Cotex Ltd.,514386,XT
Gujarat Craft Industries Ltd.,526965,X
Gujarat Credit Corporation Ltd.,511441,XT
Gujarat Fluorochemicals Ltd.,542812,A
Gujarat Foils Ltd.,531410,XT
Gujarat Gas Ltd.,539336,A
Gujarat Hotels Ltd.,507960,X
Gujarat Hy-Spin Ltd.,540938,M
Gujarat Industries Power Company Ltd.,517300,B
Gujarat Inject (Kerala) Ltd.,524238,XT
Gujarat Intrux Ltd.,517372,XT
Gujarat Lease Financing Ltd.,500174,T
Gujarat Meditech Ltd.,524754,Z
Gujarat Metallic Coal & Coke Ltd.,531881,Z
Gujarat Mineral Development Corporation Ltd.,532181,A
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670,A
Gujarat Natural Resources Ltd.,513536,XT
Gujarat Petrosynthese Ltd.,506858,X
Gujarat Pipavav Port Ltd.,533248,A
Gujarat Poly Electronics Ltd.,517288,XT
Gujarat Raffia Industries Ltd.,523836,B
Gujarat Sidhee Cement Ltd.,518029,B
Gujarat State Fertilizer & Chemicals Ltd.,500690,A
Gujarat State Financial Corporation,532160,B
Gujarat State Petronet Ltd.,532702,A
Gujarat Terce Laboratories Ltd.,524314,XT
Gujarat Themis Biosyn Ltd.,506879,B
Gujarat Toolroom Ltd.,513337,XT
Gujchem Distillers India Ltd.,506640,XT
Gulf Oil Lubricants India Ltd.,538567,B
Gulshan Polyols Ltd.,532457,B
Gupta Synthetics Ltd.,514116,Z
GVK Power & Infrastructure Ltd.,532708,T
Gyan Developers & Builders Ltd.,530141,XT
H P Cotton Textiles Mills Ltd.,502873,X
H S India Ltd.,532145,X
Halder Venture Ltd.,539854,X
Haldyn Glass Ltd.,515147,X
Hampton Sky Realty Ltd.,526407,B
Hanman Fit Ltd.,538731,M
Happiest Minds Technologies Ltd.,543227,A
Happy Forgings Ltd.,544057,B
Hardcastle & Waud Manufacturing Company Ltd.,509597,X
Hardwyn India Ltd.,541276,B
Hari Govind International Ltd.,531971,P
Haria Apparels Ltd.,538081,X
Haria Exports Ltd.,512604,XT
Harig Crankshafts Ltd.,500178,B
Hariom Pipe Industries Ltd.,543517,B
Harish Textile Engineers Ltd.,542682,XT
Hariyana Ship-Breakers Ltd.,526931,XT
Hariyana Ventures Ltd.,506024,P
Harmony Capital Services Ltd.,530055,XT
Harrisons Malayalam Ltd.,500467,T
Harsha Engineers International Ltd.,543600,B
Company,Code,Group
Harshdeep Hortico Ltd.,544105,M
Harshil Agrotech Ltd.,505336,XT
Haryana Capfin Ltd.,532855,XT
Haryana Financial Corporation,530927,ZP
Haryana Leather Chemicals Ltd.,524080,X
Has Lifestyle Ltd.,780014,IP
Hasti Finance Ltd.,531387,X
Hathway Bhawani Cabletel & Datacom Ltd.,509073,X
Hathway Cable & Datacom Ltd.,533162,A
Hatsun Agro Products Ltd.,531531,A
Havells India Ltd.,517354,A
Hawa Engineers Ltd.,539176,XT
Hawkins Cookers Ltd.,508486,B
Hazoor Multi Projects Ltd.,532467,XT
HB Estate Developers Ltd.,532334,X
HB Leasing & Finance Co Ltd.,508956,X
HB Portfolio Ltd.,532333,XT
HB Stockholdings Ltd.,532216,T
HBL Power Systems Ltd.,517271,A
HCKK Ventures Ltd.,539224,XT
HCL Infosystems Ltd.,500179,T
HCL Technologies Ltd.,532281,A
HCP Plastene Bulkpack Ltd.,526717,X
HDFC Asset Management Company Ltd.,541729,A
HDFC Bank Ltd.,500180,A
HDFC Life Insurance Company Ltd.,540777,A
Heads UP Ventures Ltd.,540210,B
Healthcare Global Enterprises Ltd.,539787,B
Healthy Investments Ltd.,503689,XT
Healthy Life Agritec Ltd.,543546,MT
Heera Ispat Ltd.,526967,Z
HEG Ltd.,509631,A
Heidelberg Cement India Ltd.,500292,B
Helpage Finlease Ltd.,539174,XT
Hem Holdings & Trading Ltd.,505520,XT
Hemadri Cements Ltd.,502133,X
Hemang Resources Ltd.,531178,X
Hemant Surgical Industries Ltd.,543916,M
Hemisphere Properties India Ltd.,543242,A
Hemo Organic Ltd.,524590,X
Heranba Industries Ltd.,543266,B
Hercules Hoists Ltd.,505720,B
Heritage Foods Ltd.,519552,A
Hero MotoCorp Ltd.,500182,A
Hester Biosciences Ltd.,524669,B
Heubach Colorants India Ltd.,506390,B
Hexa Tradex Ltd.,534328,T
HFCL Ltd.,500183,A
HG Industries Ltd.,513723,X
HG Infra Engineering Ltd.,541019,A
Hi-Klass Trading & Investment Ltd.,542332,XT
Hi-Tech Pipes Ltd.,543411,B
Hi-Tech Winding Systems Ltd.,541627,Z
High Energy Batteries (India) Ltd.,504176,X
High Ground Enterprise Ltd.,517080,Z
High Street Filatex Ltd.,531301,XT
Hikal Ltd.,524735,B
HIL Ltd.,509675,B
Hiliks Technologies Ltd.,539697,XT
Hilton Metal Forging Ltd.,532847,B
HIM Teknoforge Ltd.,505712,XT
Himadri Speciality Chemical Ltd.,500184,A
Himalaya Food International Ltd.,526899,X
Himatsingka Seide Ltd.,514043,B
Hind Aluminium Industries Ltd.,531979,X
Hind Commerce Ltd.,538652,X
Hind Rectifiers Ltd.,504036,B
Hind Securities & Credits Ltd.,539114,XT
Hind Syntex Ltd.,503881,Z
Hindalco Industries Ltd.,500440,A
Hindoostan Mills Ltd.,509895,X
Hindprakash Industries Ltd.,543645,B
Hinduja Global Solutions Ltd.,532859,B
Hindustan Adhesives Ltd.,514428,X
Hindustan Aeronautics Ltd.,541154,A
Hindustan Agrigenetics Ltd.,519574,XT
Hindustan Appliances Ltd.,531918,XT
Hindustan Bio Sciences Ltd.,532041,X
Hindustan Composites Ltd.,509635,B
Hindustan Construction Company Ltd.,500185,A
Hindustan Copper Ltd.,513599,A
Hindustan Flurocarbons Ltd.,524013,B
Hindustan Foods Ltd.,519126,B
Hindustan Hardy Ltd.,505893,X
Hindustan Housing Company Ltd.,509650,XT
Hindustan Media Ventures Ltd.,533217,B
Hindustan Motors Ltd.,500500,T
Hindustan Oil Exploration Company Ltd.,500186,A
Hindustan Organic Chemicals Ltd.,500449,B
Hindustan Petroleum Corporation Ltd.,500104,A
Hindustan Tin Works Ltd.,530315,X
Hindustan Unilever Ltd.,500696,A
Hindustan Wires Ltd.,504713,XT
Hindustan Zinc Ltd.,500188,A
Hindusthan National Glass & Industries Ltd.,515145,T
Hindusthan Udyog Ltd.,513039,XT
Hindusthan Urban Infrastructure Ltd.,539984,X
Hindware Home Innovation Ltd.,542905,B
Hipolin Ltd.,530853,X
Hira Automobiles Ltd. 531743 PCompany,Code,Group
Hisar Metal Industries Ltd.,590018,B
Hisar Spinning Mills Ltd.,521068,P
Hit Kit Global Solutions Ltd.,532359,XT
Hitachi Energy India Ltd.,543187,A
Hitech Corporation Ltd.,526217,B
Hittco Tools Ltd.,531661,X
HLE Glascoat Ltd.,522215,A
HLV Ltd.,500193,B
HMA Agro Industries Ltd.,543929,B
HMT Ltd.,500191,Z
Home First Finance Company India Ltd.,543259,A
Honasa Consumer Ltd.,544014,B
Honda India Power Products Ltd.,522064,B
Honeywell Automation India Ltd.,517174,A
Housing and Urban Development Corporation Ltd.,540530,A
Housing Development & Infrastructure Ltd.,532873,Z
Housing Development Finance Corporation Ltd.,500010,A
HOV Services Ltd.,532761,T
Howard Hotels Ltd.,526761,X
HP Adhesives Ltd.,543433,B
HPC Biosciences Ltd.,535217,MT
HPL Electric & Power Ltd.,540136,B
HRB Floriculture Ltd.,531724,XT
HT Media Ltd.,532662,B
Hubtown Ltd.,532799,T
Huhtamaki India Ltd.,509820,B
Humming Bird Education Ltd.,542592,MT
Hybrid Financial Services Ltd.,500262,T
Hypersoft Technologies Ltd.,539724,XT
Hytone Texstyles Ltd.,514258,XT
Hyundai Motor India Ltd.,544274,A
I G Petrochemicals Ltd.,500199,B
I P Rings Ltd.,523638,X
i Power Solutions India Ltd.,512405,XT
IB Infotech Enterprises Ltd.,519463,XT
ICDS Ltd.,511194,B
ICICI Bank Ltd.,532174,A
ICICI Lombard General Insurance Company Ltd.,540716,A
ICICI Premium Mutual Fund Scheme,511443,N.A.
ICICI Prudential Life Insurance Company Ltd.,540133,A
ICICI Securities Ltd.,541179,A
ICL Organic Dairy Products Ltd.,542935,MT
ICRA Ltd.,532835,B
ICSA-India Ltd.,531524,Z
ID Info Business Services Ltd.,511260,XT
IDBI Bank Ltd.,500116,A
ideaForge Technology Ltd.,543932,A
IDFC First Bank Ltd.,539437,A
IDFC Ltd.,532659,A
IDream Film Infrastructure Company Ltd.,504375,P
IEC Education Ltd.,531840,XT
IEL Ltd.,524614,X
IFB Agro Industries Ltd.,507438,B
IFB Industries Ltd.,505726,B
IFCI Ltd.,500106,A
IFGL Refractories Ltd.,540774,B
IFL Enterprises Ltd.,540377,T
IFL Promoters Ltd.,511682,Z
Igarashi Motors India Ltd.,517380,B
IGC Industries Ltd.,539449,X
IIFL Finance Ltd.,532636,A
IIFL Securities Ltd.,542773,B
IIRM Holdings India Ltd.,526530,XT
IITL Projects Ltd.,531968,X
IKF Technologies Ltd.,532414,XT
IKIO Lighting Ltd.,543923,B
IL&FS Engineering & Construction Company Ltd.,532907,Z
IL&FS Investment Managers Ltd.,511208,T
IL&FS Transportation Networks Ltd.,533177,Z
Imagicaaworld Entertainment Ltd.,539056,B
IMC Finance Ltd.,505539,P
IMEC Services Ltd.,513295,XT
IMP Powers Ltd.,517571,Z
Impex Ferro Tech Ltd.,532614,Z
Inani Marbles & Industries Ltd.,531129,X
Inani Securities Ltd.,531672,XT
Incap Ltd.,517370,XT
Inceptum Enterprises Ltd.,538541,Z
Incon Engineers Ltd.,531594,X
Incredible Industries Ltd.,538365,T
Ind Bank Housing Ltd.,523465,B
Ind Renewable Energy Ltd.,536709,X
Ind-Agiv Commerce Ltd.,517077,Z
Ind-Swift Ltd.,524652,B
Indag Rubber Ltd.,509162,XT
Indbank Merchant Banking Services Ltd.,511473,B
Indegene Ltd.,544172,B
Indergiri Finance Ltd.,531505,X
India Cements Capital Ltd.,511355,XT
India Cements Ltd.,530005,A
India Finsec Ltd.,535667,X
India Gelatine & Chemicals Ltd.,531253,X
India Glycols Ltd.,500201,B
India Green Reality Ltd.,540152,MT
India Home Loan Ltd.,530979,X
India Infraspace Ltd.,531343,Z
India Infrastructure Trust,542543,IF
India Lease Development Ltd.,500202,X
India Motor Parts & Accessories Ltd.,590065,B
India Nippon Electricals Ltd.,532240,B
Company,Code,Group
India Pesticides Ltd.,543311,A
India Radiators Ltd.,505100,X
India Shelter Finance Corporation Ltd.,544044,B
India Steel Works Ltd.,513361,XT
India Tourism Development Corporation Ltd.,532189,B
Indiabulls Enterprises Ltd.,543715,B
IndiaMART InterMESH Ltd.,542726,A
Indian Acrylics Ltd.,514165,X
Indian Bank,532814,A
Indian Energy Exchange Ltd.,540750,A
Indian Hotels Company Ltd.,500850,A
Indian Hume Pipe Company Ltd.,504741,B
Indian Infotech & Software Ltd.,509051,X
Indian Link Chain Manufacturer Ltd.,504746,XT
Indian Metals & Ferro Alloys Ltd.,533047,B
Indian Oil Corporation Ltd.,530965,A
Indian Overseas Bank,532388,A
Indian Railway Catering & Tourism Corporation Ltd.,542830,A
Indian Railway Finance Corporation Ltd.,543257,A
Indian Renewable Energy Development Agency Ltd.,544026,B
Indian Sucrose Ltd.,500319,X
Indian Terrain Fashions Ltd.,533329,B
Indian Toners & Developers Ltd.,523586,X
IndiaNivesh Ltd.,501700,X
Indigo Paints Ltd.,543258,A
Inditalia Refcon Ltd.,517526,B
Inditrade Capital Ltd.,532745,XT
Indo Amines Ltd.,524648,B
Indo Borax & Chemicals Ltd.,524342,B
Indo Cotspin Ltd.,538838,XT
Indo Count Industries Ltd.,521016,A
Indo Credit Capital Ltd.,526887,XT
Indo Euro Indchem Ltd.,524458,X
Indo Gulf Industries Ltd.,506945,P
Indo National Ltd.,504058,B
Indo Pacific Projects Ltd.,531565,Z
Indo Rama Synthetics (India) Ltd.,500207,B
Indo Tech Transformers Ltd.,532717,T
Indo Thai Securities Ltd.,533676,T
Indo US Bio-Tech Ltd.,541304,B
Indo-City Infotech Ltd.,532100,XT
Indo-Global Enterprises Ltd.,539433,Z
Indoco Remedies Ltd.,532612,B
Indokem Ltd.,504092,X
Indong Tea Company Ltd.,543769,M
Indosolar Ltd.,533257,Z
Indostar Capital Finance Ltd.,541336,B
Indowind Energy Ltd.,532894,B
Indoworth Holdings Ltd.,512408,XT
Indra Industries Ltd.,539175,XT
Indraprastha Gas Ltd.,532514,A
Indraprastha Medical Corporation Ltd.,532150,B
Indrayani Biotech Ltd.,526445,X
Indsil Hydro Power and Manganese Ltd.,522165,X
Indtradeco Ltd.,504336,XD
Inducto Steel Ltd.,532001,XT
Indus Fila Ltd.,532821,Z
Indus Finance Ltd.,531841,X
Indus Towers Ltd.,534816,A
IndusInd Bank Ltd.,532187,A
Industrial & Prudential Investment Company Ltd.,501298,X
Industrial Investment Trust Ltd.,501295,T
Inertia Steel Ltd.,512025,XT
Infibeam Avenues Ltd.,539807,A
Inflame Appliances Ltd.,541083,M
Info Edge (India) Ltd.,532777,A
Info-Drive Software Ltd.,530703,XT
Infomedia Press Ltd.,509069,T
Informed Technologies India Ltd.,504810,X
Infosys Ltd.,500209,A
Infra Industries Ltd.,530777,Z
Infraquest International Ltd.,531793,XD
Infronics Systems Ltd.,537985,X
Ingersoll-Rand (India) Ltd.,500210,A
Inland Printers Ltd.,530787,XT
Innocorp Ltd.,531929,XT
Innokaiz India Ltd.,543905,M
Innova Captab Ltd.,544067,B
Innovassynth Investments Ltd.,533315,XT
Innovation Software Exports Ltd.,517433,Z
Innovative Ideals and Services (India) Ltd.,541983,M
Innovative Tech Pack Ltd.,523840,X
Innovators Facade Systems Ltd.,541353,M
Innovatus Entertainment Networks Ltd.,543951,MT
Inox Green Energy Services Ltd.,543667,A
Inox India Ltd.,544046,B
Inox Leisure Ltd.,532706,A
Inox Wind Energy Ltd.,543297,T
Inox Wind Ltd.,539083,A
Insecticides (India) Ltd.,532851,B
Insilco Ltd.,500211,X
Insolation Energy Ltd,543620,M
Inspirisys Solutions Ltd.,532774,T
Insta Finance Ltd.,511433,XT
Intec Capital Ltd.,526871,X
Integra Capital Ltd.,531314,X
Integra Engineering India Ltd.,505358,X
Integra Essentia Ltd.,535958,T
Integra Switchgear Ltd.,517423,XT
Integra Telecommunication & Software Ltd. 536868 ZCompany,Code,Group
Integrated Capital Services Ltd.,539149,X
Integrated Financial Services Ltd.,500212,XT
Integrated Hitech Ltd.,532303,X
Integrated Industries Ltd.,531889,X
Integrated Proteins Ltd.,519606,XT
Integrated Thermoplastic Ltd.,530921,ZP
Intellect Design Arena Ltd.,538835,A
Intense Technologies Ltd.,532326,T
Inter Globe Finance Ltd.,511391,XT
Inter State Oil Carrier Ltd.,530259,X
Interactive Financial Services Ltd.,539692,XT
Interarch Building Products Ltd.,544232,B
Interface Financial Services Ltd.,530519,XD
InterGlobe Aviation Ltd.,539448,A
Interlink Petroleum Ltd.,526512,Z
International Combustion (India) Ltd.,505737,X
International Conveyors Ltd.,509709,B
International Data Management Ltd.,517044,XT
International Housing Finance Corporation Ltd.,530781,ZP
International Travel House Ltd.,500213,X
Interworld Digital Ltd.,532072,XT
Intrasoft Technologies Ltd.,533181,T
Inventure Growth & Securities Ltd.,533506,B
Investment & Precision Castings Ltd.,504786,XT
Invigorated Business Consulting Ltd.,511716,XT
IOL Chemicals and Pharmaceuticals Ltd.,524164,A
Ion Exchange (India) Ltd.,500214,A
Ipca Laboratories Ltd.,524494,A
IRB Infrastructure Developers Ltd.,532947,A
IRIS Business Services Ltd.,540735,T
IRM Energy Ltd.,544004,B
Ironwood Education Ltd.,508918,XT
ISF Ltd.,526859,X
ISGEC Heavy Engineering Ltd.,533033,A
Ishaan Infrastructures & Shelters Ltd.,540134,X
Ishan Dyes & Chemicals Ltd.,531109,X
Ishita Drugs & Industries Ltd.,524400,X
Ishwarshakti Holdings & Traders Ltd.,506161,XT
ISL Consulting Ltd.,511609,X
ISMT Ltd.,532479,B
IST Ltd.,508807,B
iStreet Network Ltd.,524622,XT
ITC Ltd.,500875,A
ITCONS E-Solutions Ltd.,543806,MT
ITD Cementation India Ltd.,509496,A
ITI Ltd.,523610,A
ITL Industries Ltd.,522183,X
IVP Ltd.,507580,B
IVRCL Ltd.,530773,B
Iykot Hitech Toolroom Ltd.,522245,XT
IZMO Ltd.,532341,T
J A Finance Ltd.,543860,XT
J B Chemicals & Pharmaceuticals Ltd.,506943,A
J G Chemicals Ltd.,544138,B
J Kumar Infraprojects Ltd.,532940,A
J L Morison (India) Ltd.,506522,X
J. Taparia Projects Ltd.,538539,X
Jackson Investments Ltd.,538422,X
Jagan Lamps Ltd.,530711,X
Jagatjit Industries Ltd.,507155,X
Jagjanani Textiles Ltd.,532825,X
Jagran Prakashan Ltd.,532705,B
Jagson Airlines Ltd.,520139,Z
Jagsonpal Finance & Leasing Ltd.,530601,XT
